activity_id,customer_id,activity_month,logins,support_calls
13255,2138,2024-03,30,0
13256,2138,2024-04,29,0
13257,2138,2024-05,31,0
13258,2138,2024-06,21,0
13259,2138,2024-07,34,1
13260,2138,2024-08,25,0
13261,2138,2024-09,28,1
13262,2138,2024-10,24,1
13263,2138,2024-11,26,1
13264,2138,2024-12,29,1
13265,2139,2024-06,59,0
13266,2139,2024-07,60,0
13267,2139,2024-08,58,1
13268,2139,2024-09,53,1
13269,2139,2024-10,57,1
13270,2139,2024-11,57,0
13271,2139,2024-12,56,0
13272,2140,2024-01,12,1
13273,2140,2024-02,3,1
13274,2140,2024-03,0,0
13275,2144,2024-11,33,0
13276,2144,2024-12,27,0
13277,2145,2024-01,4,1
13278,2145,2024-02,0,0
13279,2145,2024-03,8,0
13280,2145,2024-04,3,1
13281,2145,2024-05,1,0
13282,2145,2024-06,3,0
13283,2145,2024-07,0,0
13284,2145,2024-08,3,1
13285,2145,2024-09,9,1
13286,2145,2024-10,3,0
13287,2145,2024-11,2,1
13288,2145,2024-12,0,1
13289,2147,2024-01,17,1
13290,2147,2024-02,18,1
13291,2147,2024-03,9,1
13292,2147,2024-04,13,0
13293,2147,2024-05,13,0
13294,2147,2024-06,14,1
13295,2147,2024-07,8,1
13296,2147,2024-08,17,1
13297,2147,2024-09,14,1
13298,2147,2024-10,18,1
13299,2147,2024-11,6,1
13300,2147,2024-12,6,1
13301,2148,2024-01,20,0
13302,2148,2024-02,15,1
13303,2148,2024-03,5,0
13304,2148,2024-04,14,0
13305,2148,2024-05,7,0
13306,2148,2024-06,1,1
13307,2148,2024-07,0,0
13308,2148,2024-08,9,1
13309,2148,2024-09,17,1
13310,2148,2024-10,17,0
13311,2148,2024-11,16,0
13312,2148,2024-12,14,1
13313,2149,2024-01,21,0
13314,2149,2024-02,25,0
13315,2149,2024-03,9,0
13316,2149,2024-04,24,0
13317,2150,2024-02,46,0
13318,2150,2024-03,47,0
13319,2150,2024-04,55,0
13320,2150,2024-05,56,0
13321,2150,2024-06,48,0
13322,2150,2024-07,55,0
13323,2150,2024-08,54,1
13324,2150,2024-09,50,0
13325,2150,2024-10,52,0
13326,2150,2024-11,62,0
13327,2150,2024-12,50,1
13328,2151,2024-01,16,0
13329,2151,2024-02,18,0
13330,2151,2024-03,17,0
13331,2151,2024-04,21,0
13332,2151,2024-05,25,0
13333,2151,2024-06,16,0
13334,2151,2024-07,13,0
13335,2151,2024-08,27,0
13336,2151,2024-09,18,0
13337,2151,2024-10,9,0
13338,2151,2024-11,27,0
13339,2151,2024-12,23,0
13340,2153,2024-11,40,1
13341,2153,2024-12,39,1
13342,2154,2024-09,65,0
13343,2154,2024-10,46,0
13344,2154,2024-11,48,0
13345,2154,2024-12,49,0
13346,2156,2024-01,25,0
13347,2156,2024-02,28,1
13348,2156,2024-03,25,1
13349,2156,2024-04,22,1
13350,2156,2024-05,23,0
13351,2156,2024-06,26,1
13352,2156,2024-07,33,1
13353,2156,2024-08,25,0
13354,2156,2024-09,32,0
13355,2156,2024-10,21,0
13356,2156,2024-11,12,0
13357,2156,2024-12,27,0
13358,2157,2024-01,16,1
13359,2157,2024-02,15,0
13360,2157,2024-03,15,0
13361,2157,2024-04,16,0
13362,2157,2024-05,15,0
13363,2157,2024-06,15,0
13364,2157,2024-07,13,1
13365,2157,2024-08,9,0
13366,2157,2024-09,8,0
13367,2157,2024-10,32,0
13368,2157,2024-11,19,0
13369,2157,2024-12,27,0
13370,2158,2024-01,43,0
13371,2158,2024-02,43,0
13372,2158,2024-03,45,0
13373,2158,2024-04,47,1
13374,2158,2024-05,37,0
13375,2158,2024-06,42,0
13376,2158,2024-07,45,0
13377,2158,2024-08,34,1
13378,2158,2024-09,50,0
13379,2158,2024-10,49,1
13380,2158,2024-11,33,0
13381,2158,2024-12,39,0
13382,2161,2024-06,52,1
13383,2161,2024-07,56,0
13384,2161,2024-08,59,1
13385,2161,2024-09,48,0
13386,2161,2024-10,63,1
13387,2161,2024-11,51,0
13388,2161,2024-12,50,1
13389,2162,2024-01,16,1
13390,2162,2024-02,15,0
13391,2162,2024-03,15,1
13392,2162,2024-04,23,1
13393,2162,2024-05,15,1
13394,2162,2024-06,9,1
13395,2162,2024-07,9,1
13396,2162,2024-08,21,1
13397,2162,2024-09,17,1
13398,2162,2024-10,6,0
13399,2162,2024-11,5,1
13400,2162,2024-12,14,0
13401,2163,2024-01,27,1
13402,2163,2024-02,20,1
13403,2163,2024-03,15,1
13404,2163,2024-04,18,1
13405,2163,2024-05,32,1
13406,2163,2024-06,26,0
13407,2163,2024-07,29,1
13408,2163,2024-08,29,0
13409,2163,2024-09,20,1
13410,2163,2024-10,22,1
13411,2163,2024-11,23,1
13412,2163,2024-12,26,1
13413,2164,2024-02,41,0
13414,2164,2024-03,45,1
13415,2164,2024-04,40,0
13416,2164,2024-05,40,0
13417,2164,2024-06,45,0
13418,2164,2024-07,34,1
13419,2164,2024-08,41,1
13420,2164,2024-09,38,1
13421,2164,2024-10,39,1
13422,2164,2024-11,34,0
13423,2164,2024-12,29,1
13424,2165,2024-05,55,0
13425,2165,2024-06,55,1
13426,2165,2024-07,51,1
13427,2165,2024-08,53,1
13428,2165,2024-09,49,0
13429,2165,2024-10,49,0
13430,2165,2024-11,51,1
13431,2165,2024-12,47,1
13432,2167,2024-06,7,1
13433,2167,2024-07,13,1
13434,2167,2024-08,17,1
13435,2167,2024-09,20,0
13436,2167,2024-10,7,1
13437,2167,2024-11,16,1
13438,2167,2024-12,11,1
13439,2170,2024-07,12,1
13440,2170,2024-08,16,1
13441,2170,2024-09,19,0
13442,2170,2024-10,11,1
13443,2170,2024-11,11,1
13444,2170,2024-12,11,0
13445,2171,2024-03,0,0
13446,2171,2024-04,9,0
13447,2171,2024-05,0,1
13448,2171,2024-06,1,0
13449,2171,2024-07,5,1
13450,2171,2024-08,5,0
13451,2171,2024-09,1,1
13452,2171,2024-10,12,0
13453,2171,2024-11,0,1
13454,2171,2024-12,3,1
13455,2172,2024-01,10,0
13456,2172,2024-02,18,0
13457,2172,2024-03,13,1
13458,2172,2024-04,15,0
13459,2172,2024-05,10,1
13460,2172,2024-06,15,1
13461,2172,2024-07,19,0
13462,2172,2024-08,18,0
13463,2172,2024-09,17,0
13464,2172,2024-10,18,0
13465,2172,2024-11,17,1
13466,2172,2024-12,19,0
13467,2173,2024-01,49,0
13468,2173,2024-02,51,0
13469,2173,2024-03,48,0
13470,2173,2024-04,47,0
13471,2173,2024-05,53,0
13472,2173,2024-06,53,0
13473,2173,2024-07,49,0
13474,2173,2024-08,55,0
13475,2173,2024-09,50,0
13476,2174,2024-01,29,0
13477,2174,2024-02,29,0
13478,2174,2024-03,30,1
13479,2174,2024-04,25,0
13480,2174,2024-05,20,0
13481,2174,2024-06,31,0
13482,2174,2024-07,34,0
13483,2174,2024-08,24,1
13484,2174,2024-09,35,0
13485,2174,2024-10,21,0
13486,2174,2024-11,27,1
13487,2175,2024-12,30,0
13488,2177,2024-01,55,0
13489,2177,2024-02,52,0
13490,2177,2024-03,55,0
13491,2177,2024-04,59,0
13492,2177,2024-05,46,0
13493,2177,2024-06,60,0
13494,2177,2024-07,51,0
13495,2177,2024-08,57,0
13496,2177,2024-09,50,0
13497,2177,2024-10,62,1
13498,2177,2024-11,53,0
13499,2177,2024-12,47,0
13500,2178,2024-01,8,0
13501,2178,2024-02,12,0
13502,2178,2024-03,11,0
13503,2178,2024-04,6,0
13504,2178,2024-05,10,1
13505,2178,2024-06,3,0
13506,2178,2024-07,8,0
13507,2178,2024-08,7,1
13508,2178,2024-09,0,0
13509,2178,2024-10,0,0
13510,2178,2024-11,7,0
13511,2178,2024-12,6,0
13512,2179,2024-01,37,1
13513,2179,2024-02,38,1
13514,2179,2024-03,44,1
13515,2179,2024-04,39,0
13516,2179,2024-05,26,0
13517,2179,2024-06,47,0
13518,2179,2024-07,28,1
13519,2179,2024-08,42,1
13520,2179,2024-09,30,1
13521,2179,2024-10,45,1
13522,2179,2024-11,36,1
13523,2179,2024-12,39,0
13524,2180,2024-01,42,1
13525,2180,2024-02,55,1
13526,2180,2024-03,54,1
13527,2180,2024-04,55,1
13528,2180,2024-05,56,1
13529,2180,2024-06,52,1
13530,2180,2024-07,50,1
13531,2180,2024-08,47,1
13532,2180,2024-09,49,1
13533,2180,2024-10,58,1
13534,2180,2024-11,47,0
13535,2180,2024-12,42,1
13536,2183,2024-01,13,0
13537,2184,2024-01,35,0
13538,2184,2024-02,30,0
13539,2184,2024-03,35,0
13540,2184,2024-04,21,0
13541,2184,2024-05,17,0
13542,2184,2024-06,33,0
13543,2184,2024-07,37,0
13544,2184,2024-08,23,0
13545,2184,2024-09,34,0
13546,2184,2024-10,37,0
13547,2184,2024-11,31,0
13548,2184,2024-12,36,0
13549,2185,2024-02,36,0
13550,2185,2024-03,34,1
13551,2185,2024-04,40,0
13552,2185,2024-05,45,0
13553,2185,2024-06,33,0
13554,2185,2024-07,35,0
13555,2185,2024-08,31,0
13556,2185,2024-09,36,0
13557,2185,2024-10,35,0
13558,2185,2024-11,41,1
13559,2185,2024-12,43,0
13560,2186,2024-01,35,0
13561,2186,2024-02,37,0
13562,2186,2024-03,28,0
13563,2186,2024-04,27,0
13564,2187,2024-07,12,1
13565,2187,2024-08,10,0
13566,2187,2024-09,19,1
13567,2187,2024-10,0,0
13568,2187,2024-11,13,0
13569,2187,2024-12,13,1
13570,2189,2024-01,38,0
13571,2189,2024-02,37,0
13572,2189,2024-03,40,0
13573,2189,2024-04,33,0
13574,2189,2024-05,49,1
13575,2189,2024-06,55,0
13576,2189,2024-07,40,0
13577,2189,2024-08,38,1
13578,2189,2024-09,35,0
13579,2189,2024-10,36,0
13580,2189,2024-11,39,0
13581,2189,2024-12,48,0
13582,2190,2024-08,67,1
13583,2190,2024-09,48,1
13584,2190,2024-10,47,1
13585,2190,2024-11,46,1
13586,2190,2024-12,54,0
13587,2191,2024-08,49,1
13588,2191,2024-09,48,1
13589,2191,2024-10,45,1
13590,2191,2024-11,54,1
13591,2191,2024-12,51,1
13592,2192,2024-01,45,0
13593,2192,2024-02,43,0
13594,2192,2024-03,41,0
13595,2192,2024-04,38,0
13596,2192,2024-05,44,0
13597,2192,2024-06,44,0
13598,2192,2024-07,44,0
13599,2192,2024-08,34,0
13600,2192,2024-09,43,0
13601,2192,2024-10,40,0
13602,2192,2024-11,37,0
13603,2192,2024-12,45,0
13604,2193,2024-01,46,0
13605,2193,2024-02,57,0
13606,2193,2024-03,48,0
13607,2193,2024-04,44,0
13608,2193,2024-05,45,0
13609,2193,2024-06,40,0
13610,2193,2024-07,52,0
13611,2193,2024-08,47,0
13612,2193,2024-09,47,0
13613,2193,2024-10,40,1
13614,2193,2024-11,49,0
13615,2193,2024-12,41,0
13616,2194,2024-01,13,0
13617,2194,2024-02,16,0
13618,2194,2024-03,13,0
13619,2194,2024-04,12,0
13620,2194,2024-05,15,0
13621,2194,2024-06,21,0
13622,2194,2024-07,20,0
13623,2194,2024-08,19,0
13624,2194,2024-09,18,1
13625,2194,2024-10,13,0
13626,2194,2024-11,21,0
13627,2194,2024-12,7,0
13628,2195,2024-01,8,1
13629,2195,2024-02,10,1
13630,2195,2024-03,5,1
13631,2195,2024-04,2,1
13632,2195,2024-05,5,1
13633,2195,2024-06,2,1
13634,2195,2024-07,8,1
13635,2195,2024-08,10,1
13636,2195,2024-09,8,1
13637,2195,2024-10,7,1
13638,2195,2024-11,9,1
13639,2195,2024-12,10,1
13640,2197,2024-11,26,0
13641,2197,2024-12,22,0
13642,2199,2024-01,25,0
13643,2199,2024-02,28,0
13644,2199,2024-03,16,0
13645,2199,2024-04,24,0
13646,2199,2024-05,29,0
13647,2199,2024-06,23,0
13648,2199,2024-07,31,0
13649,2199,2024-08,30,0
13650,2199,2024-09,23,0
13651,2199,2024-10,22,0
13652,2199,2024-11,22,0
13653,2199,2024-12,24,0
13654,2202,2024-12,0,1
13655,2204,2024-01,0,0
13656,2204,2024-02,0,0
13657,2204,2024-03,3,1
13658,2204,2024-04,14,0
13659,2204,2024-05,0,1
13660,2204,2024-06,3,0
13661,2204,2024-07,2,0
13662,2204,2024-08,3,1
13663,2204,2024-09,10,1
13664,2204,2024-10,0,0
13665,2204,2024-11,0,0
13666,2204,2024-12,1,0
13667,2205,2024-01,16,0
13668,2205,2024-02,8,0
13669,2205,2024-03,21,0
13670,2205,2024-04,14,0
13671,2206,2024-01,11,0
13672,2206,2024-02,10,0
13673,2206,2024-03,6,0
13674,2206,2024-04,16,1
13675,2206,2024-05,10,0
13676,2206,2024-06,12,1
13677,2206,2024-07,14,1
13678,2206,2024-08,13,0
13679,2206,2024-09,12,0
13680,2206,2024-10,7,0
13681,2206,2024-11,6,0
13682,2206,2024-12,12,0
13683,2207,2024-01,39,0
13684,2207,2024-02,47,0
13685,2207,2024-03,43,0
13686,2207,2024-04,47,0
13687,2207,2024-05,39,0
13688,2207,2024-06,38,0
13689,2207,2024-07,52,0
13690,2207,2024-08,43,0
13691,2207,2024-09,48,0
13692,2207,2024-10,36,0
13693,2207,2024-11,42,0
13694,2207,2024-12,50,0
13695,2208,2024-11,46,1
13696,2208,2024-12,65,1
13697,2210,2024-11,31,1
13698,2210,2024-12,25,1
13699,2211,2024-05,57,0
13700,2211,2024-06,61,1
13701,2211,2024-07,51,1
13702,2211,2024-08,52,1
13703,2211,2024-09,57,0
13704,2211,2024-10,58,1
13705,2211,2024-11,55,1
13706,2211,2024-12,58,0
13707,2212,2024-01,58,0
13708,2212,2024-02,54,0
13709,2212,2024-03,50,0
13710,2212,2024-04,53,0
13711,2212,2024-05,62,0
13712,2212,2024-06,55,0
13713,2212,2024-07,60,1
13714,2212,2024-08,51,0
13715,2212,2024-09,55,0
13716,2212,2024-10,57,0
13717,2212,2024-11,61,1
13718,2212,2024-12,60,0
13719,2213,2024-05,14,0
13720,2213,2024-06,25,0
13721,2213,2024-07,28,0
13722,2213,2024-08,17,0
13723,2213,2024-09,15,0
13724,2213,2024-10,19,0
13725,2213,2024-11,20,0
13726,2213,2024-12,18,0
13727,2217,2024-01,46,0
13728,2217,2024-02,59,0
13729,2217,2024-03,47,1
13730,2217,2024-04,49,0
13731,2217,2024-05,52,0
13732,2217,2024-06,44,0
13733,2217,2024-07,44,0
13734,2217,2024-08,49,0
13735,2217,2024-09,56,0
13736,2217,2024-10,52,0
13737,2217,2024-11,41,0
13738,2217,2024-12,58,0
13739,2218,2024-01,49,0
13740,2218,2024-02,46,1
13741,2218,2024-03,46,0
13742,2218,2024-04,49,0
13743,2218,2024-05,57,0
13744,2218,2024-06,50,1
13745,2218,2024-07,47,1
13746,2218,2024-08,39,1
13747,2218,2024-09,46,1
13748,2218,2024-10,49,1
13749,2218,2024-11,45,1
13750,2218,2024-12,43,1
13751,2219,2024-01,52,0
13752,2219,2024-02,45,1
13753,2219,2024-03,54,0
13754,2219,2024-04,47,0
13755,2219,2024-05,39,0
13756,2219,2024-06,47,0
13757,2219,2024-07,49,0
13758,2219,2024-08,52,0
13759,2219,2024-09,52,0
13760,2219,2024-10,43,0
13761,2219,2024-11,50,0
13762,2219,2024-12,47,0
13763,2220,2024-08,44,0
13764,2220,2024-09,41,0
13765,2220,2024-10,45,0
13766,2220,2024-11,61,0
13767,2220,2024-12,55,0
13768,2222,2024-01,23,0
13769,2222,2024-02,28,0
13770,2222,2024-03,26,0
13771,2222,2024-04,28,0
13772,2222,2024-05,32,0
13773,2222,2024-06,27,0
13774,2222,2024-07,24,0
13775,2222,2024-08,33,0
13776,2222,2024-09,21,0
13777,2222,2024-10,28,0
13778,2222,2024-11,20,0
13779,2222,2024-12,22,0
13780,2224,2024-01,7,0
13781,2224,2024-02,0,0
13782,2224,2024-03,0,0
13783,2224,2024-04,0,0
13784,2224,2024-05,0,0
13785,2224,2024-06,0,0
13786,2225,2024-01,52,1
13787,2225,2024-02,42,1
13788,2225,2024-03,47,0
13789,2225,2024-04,50,1
13790,2225,2024-05,48,1
13791,2225,2024-06,47,1
13792,2225,2024-07,46,1
13793,2225,2024-08,43,1
13794,2225,2024-09,46,1
13795,2225,2024-10,53,1
13796,2225,2024-11,47,1
13797,2225,2024-12,50,0
13798,2227,2024-05,41,1
13799,2227,2024-06,38,1
13800,2227,2024-07,29,1
13801,2227,2024-08,38,1
13802,2227,2024-09,41,1
13803,2227,2024-10,33,0
13804,2227,2024-11,28,1
13805,2227,2024-12,33,1
13806,2228,2024-01,14,0
13807,2228,2024-02,16,0
13808,2228,2024-03,11,1
13809,2228,2024-04,3,0
13810,2228,2024-05,7,1
13811,2228,2024-06,15,0
13812,2228,2024-07,23,1
13813,2228,2024-08,13,0
13814,2228,2024-09,20,1
13815,2228,2024-10,8,0
13816,2228,2024-11,10,1
13817,2228,2024-12,2,0
13818,2231,2024-01,23,0
13819,2231,2024-02,17,0
13820,2231,2024-03,24,0
13821,2231,2024-04,19,0
13822,2231,2024-05,32,0
13823,2231,2024-06,30,0
13824,2231,2024-07,10,0
13825,2231,2024-08,24,1
13826,2231,2024-09,18,1
13827,2231,2024-10,25,0
13828,2231,2024-11,15,1
13829,2231,2024-12,29,1
13830,2232,2024-08,47,1
13831,2232,2024-09,34,1
13832,2232,2024-10,41,0
13833,2232,2024-11,42,1
13834,2232,2024-12,45,0
13835,2233,2024-07,21,0
13836,2233,2024-08,25,0
13837,2233,2024-09,21,0
13838,2233,2024-10,25,0
13839,2233,2024-11,15,1
13840,2233,2024-12,21,0
13841,2237,2024-01,43,0
13842,2237,2024-02,45,0
13843,2237,2024-03,38,0
13844,2237,2024-04,37,0
13845,2237,2024-05,44,0
13846,2237,2024-06,37,0
13847,2237,2024-07,43,0
13848,2237,2024-08,37,0
13849,2237,2024-09,38,0
13850,2237,2024-10,32,0
13851,2237,2024-11,31,0
13852,2237,2024-12,42,0
13853,2238,2024-01,20,1
13854,2238,2024-02,12,0
13855,2238,2024-03,11,1
13856,2238,2024-04,17,1
13857,2238,2024-05,13,0
13858,2238,2024-06,0,1
13859,2238,2024-07,16,1
13860,2238,2024-08,5,0
13861,2238,2024-09,11,1
13862,2238,2024-10,9,1
13863,2238,2024-11,8,1
13864,2238,2024-12,12,1
13865,2239,2024-01,16,1
13866,2239,2024-02,12,1
13867,2239,2024-03,19,0
13868,2239,2024-04,19,1
13869,2239,2024-05,19,0
13870,2239,2024-06,11,0
13871,2239,2024-07,9,1
13872,2239,2024-08,11,0
13873,2239,2024-09,17,0
13874,2239,2024-10,17,1
13875,2239,2024-11,0,0
13876,2239,2024-12,13,0
13877,2240,2024-01,48,0
13878,2240,2024-02,59,0
13879,2240,2024-03,57,0
13880,2240,2024-04,55,0
13881,2240,2024-05,64,0
13882,2240,2024-06,56,0
13883,2240,2024-07,59,0
13884,2240,2024-08,55,1
13885,2240,2024-09,60,0
13886,2240,2024-10,64,0
13887,2240,2024-11,55,0
13888,2240,2024-12,63,0
13889,2241,2024-01,4,1
13890,2241,2024-02,4,0
13891,2241,2024-03,2,0
13892,2241,2024-04,7,0
13893,2241,2024-05,7,0
13894,2241,2024-06,3,0
13895,2241,2024-07,5,0
13896,2241,2024-08,7,0
13897,2241,2024-09,6,1
13898,2241,2024-10,2,0
13899,2241,2024-11,9,0
13900,2241,2024-12,8,0
13901,2243,2024-11,60,0
13902,2243,2024-12,42,0
13903,2245,2024-01,43,0
13904,2245,2024-02,45,0
13905,2245,2024-03,45,0
13906,2245,2024-04,38,0
13907,2245,2024-05,33,0
13908,2245,2024-06,47,0
13909,2245,2024-07,37,0
13910,2245,2024-08,38,0
13911,2245,2024-09,50,0
13912,2245,2024-10,33,0
13913,2245,2024-11,44,0
13914,2245,2024-12,36,0
13915,2246,2024-09,46,1
13916,2246,2024-10,50,1
13917,2246,2024-11,53,1
13918,2246,2024-12,54,0
13919,2247,2024-01,65,0
13920,2247,2024-02,56,1
13921,2247,2024-03,54,0
13922,2247,2024-04,58,0
13923,2247,2024-05,61,1
13924,2247,2024-06,58,0
13925,2247,2024-07,41,0
13926,2247,2024-08,50,0
13927,2247,2024-09,58,0
13928,2247,2024-10,64,1
13929,2247,2024-11,55,0
13930,2247,2024-12,63,0
13931,2248,2024-01,42,0
13932,2248,2024-02,51,0
13933,2248,2024-03,51,0
13934,2248,2024-04,52,0
13935,2248,2024-05,44,1
13936,2248,2024-06,42,0
13937,2248,2024-07,53,0
13938,2248,2024-08,42,0
13939,2248,2024-09,46,0
13940,2248,2024-10,56,0
13941,2248,2024-11,50,1
13942,2248,2024-12,51,0
13943,2249,2024-01,29,1
13944,2249,2024-02,28,1
13945,2249,2024-03,25,1
13946,2249,2024-04,21,1
13947,2249,2024-05,39,1
13948,2249,2024-06,24,0
13949,2249,2024-07,27,0
13950,2249,2024-08,28,0
13951,2249,2024-09,23,1
13952,2249,2024-10,23,1
13953,2249,2024-11,33,0
13954,2249,2024-12,22,1
13955,2250,2024-01,28,1
13956,2250,2024-02,30,0
13957,2250,2024-03,24,1
13958,2250,2024-04,25,0
13959,2250,2024-05,30,1
13960,2250,2024-06,25,0
13961,2250,2024-07,15,1
13962,2250,2024-08,33,1
13963,2250,2024-09,21,1
13964,2250,2024-10,27,1
13965,2250,2024-11,19,1
13966,2250,2024-12,23,1
13967,2251,2024-08,47,0
13968,2251,2024-09,50,0
13969,2251,2024-10,45,0
13970,2251,2024-11,59,0
13971,2251,2024-12,50,0
13972,2252,2024-01,36,0
13973,2252,2024-02,31,1
13974,2252,2024-03,36,1
13975,2252,2024-04,21,1
13976,2252,2024-05,28,1
13977,2252,2024-06,29,0
13978,2252,2024-07,29,1
13979,2252,2024-08,34,0
13980,2252,2024-09,34,0
13981,2252,2024-10,31,1
13982,2252,2024-11,31,1
13983,2252,2024-12,44,1
13984,2253,2024-01,37,0
13985,2253,2024-02,24,0
13986,2253,2024-03,39,0
13987,2253,2024-04,38,0
13988,2253,2024-05,41,0
13989,2253,2024-06,38,0
13990,2253,2024-07,31,0
13991,2253,2024-08,40,0
13992,2253,2024-09,36,0
13993,2253,2024-10,41,0
13994,2253,2024-11,43,0
13995,2253,2024-12,35,0
13996,2254,2024-01,54,1
13997,2254,2024-02,55,0
13998,2254,2024-03,50,1
13999,2254,2024-04,59,1
14000,2254,2024-05,55,0
14001,2254,2024-06,47,0
14002,2254,2024-07,51,1
14003,2254,2024-08,54,0
14004,2254,2024-09,59,1
14005,2254,2024-10,53,0
14006,2254,2024-11,51,1
14007,2254,2024-12,56,1
14008,2255,2024-01,4,1
14009,2255,2024-02,1,1
14010,2255,2024-03,9,1
14011,2255,2024-04,4,1
14012,2255,2024-05,19,1
14013,2255,2024-06,7,1
14014,2255,2024-07,9,1
14015,2255,2024-08,2,1
14016,2257,2024-01,32,0
14017,2257,2024-02,25,0
14018,2257,2024-03,25,0
14019,2257,2024-04,25,0
14020,2257,2024-05,19,0
14021,2257,2024-06,24,0
14022,2257,2024-07,28,1
14023,2257,2024-08,18,1
14024,2257,2024-09,31,0
14025,2257,2024-10,24,0
14026,2257,2024-11,27,1
14027,2257,2024-12,14,1
14028,2258,2024-01,25,0
14029,2258,2024-02,18,1
14030,2258,2024-03,22,1
14031,2258,2024-04,16,0
14032,2258,2024-05,19,0
14033,2258,2024-06,23,1
14034,2258,2024-07,22,1
14035,2258,2024-08,28,1
14036,2258,2024-09,14,0
14037,2258,2024-10,23,1
14038,2258,2024-11,23,1
14039,2258,2024-12,21,1
14040,2259,2024-01,35,0
14041,2259,2024-02,45,0
14042,2259,2024-03,50,0
14043,2259,2024-04,31,1
14044,2259,2024-05,35,0
14045,2259,2024-06,34,0
14046,2259,2024-07,38,0
14047,2259,2024-08,46,0
14048,2259,2024-09,42,0
14049,2259,2024-10,39,0
14050,2259,2024-11,40,1
14051,2259,2024-12,38,0
14052,2260,2024-04,29,0
14053,2260,2024-05,30,1
14054,2260,2024-06,28,0
14055,2260,2024-07,15,1
14056,2260,2024-08,26,0
14057,2260,2024-09,25,1
14058,2260,2024-10,30,0
14059,2260,2024-11,27,1
14060,2260,2024-12,28,1
14061,2261,2024-01,11,1
14062,2261,2024-02,18,1
14063,2261,2024-03,20,1
14064,2261,2024-04,5,0
14065,2261,2024-05,7,1
14066,2261,2024-06,17,0
14067,2261,2024-07,13,0
14068,2261,2024-08,19,0
14069,2261,2024-09,15,0
14070,2261,2024-10,17,0
14071,2261,2024-11,10,0
14072,2261,2024-12,15,0
14073,2262,2024-11,7,1
14074,2262,2024-12,2,0
14075,2263,2024-01,55,0
14076,2263,2024-02,40,1
14077,2263,2024-03,51,0
14078,2263,2024-04,43,0
14079,2263,2024-05,44,1
14080,2263,2024-06,54,0
14081,2263,2024-07,44,0
14082,2263,2024-08,44,0
14083,2263,2024-09,52,0
14084,2263,2024-10,44,1
14085,2263,2024-11,55,0
14086,2263,2024-12,53,1
14087,2266,2024-01,52,0
14088,2266,2024-02,60,1
14089,2266,2024-03,46,1
14090,2266,2024-04,58,1
14091,2266,2024-05,49,1
14092,2266,2024-06,53,1
14093,2266,2024-07,53,1
14094,2266,2024-08,62,0
14095,2266,2024-09,53,1
14096,2266,2024-10,55,1
14097,2266,2024-11,53,1
14098,2266,2024-12,51,0
14099,2267,2024-01,10,0
14100,2267,2024-02,17,0
14101,2267,2024-03,15,0
14102,2267,2024-04,19,0
14103,2267,2024-05,14,0
14104,2267,2024-06,14,0
14105,2267,2024-07,19,0
14106,2267,2024-08,14,0
14107,2267,2024-09,8,0
14108,2267,2024-10,20,1
14109,2267,2024-11,12,1
14110,2267,2024-12,16,0
14111,2268,2024-01,0,0
14112,2268,2024-02,0,0
14113,2268,2024-03,0,0
14114,2268,2024-04,5,1
14115,2268,2024-05,0,0
14116,2268,2024-06,10,0
14117,2268,2024-07,9,0
14118,2268,2024-08,0,1
14119,2268,2024-09,11,0
14120,2268,2024-10,14,1
14121,2268,2024-11,2,0
14122,2268,2024-12,6,1
14123,2270,2024-09,4,0
14124,2270,2024-10,11,1
14125,2270,2024-11,0,0
14126,2270,2024-12,2,0
14127,2271,2024-11,62,0
14128,2271,2024-12,62,0
14129,2272,2024-01,21,0
14130,2272,2024-02,28,0
14131,2272,2024-03,23,0
14132,2272,2024-04,22,0
14133,2272,2024-05,25,0
14134,2272,2024-06,21,0
14135,2272,2024-07,22,0
14136,2272,2024-08,18,0
14137,2272,2024-09,36,0
14138,2272,2024-10,19,0
14139,2272,2024-11,25,0
14140,2272,2024-12,31,0
14141,2274,2024-01,51,0
14142,2274,2024-02,61,0
14143,2274,2024-03,58,0
14144,2274,2024-04,66,0
14145,2274,2024-05,53,1
14146,2274,2024-06,54,0
14147,2274,2024-07,57,0
14148,2274,2024-08,55,1
14149,2274,2024-09,55,0
14150,2274,2024-10,68,0
14151,2274,2024-11,58,0
14152,2274,2024-12,54,0
14153,2275,2024-01,36,0
14154,2275,2024-02,40,0
14155,2275,2024-03,39,0
14156,2275,2024-04,35,0
14157,2275,2024-05,29,1
14158,2275,2024-06,37,0
14159,2275,2024-07,37,0
14160,2275,2024-08,34,0
14161,2275,2024-09,44,0
14162,2275,2024-10,40,0
14163,2275,2024-11,38,0
14164,2275,2024-12,36,0
14165,2276,2024-01,64,1
14166,2276,2024-02,50,0
14167,2276,2024-03,53,1
14168,2276,2024-04,53,0
14169,2276,2024-05,57,0
14170,2276,2024-06,59,1
14171,2276,2024-07,49,0
14172,2276,2024-08,52,1
14173,2276,2024-09,58,0
14174,2276,2024-10,52,0
14175,2276,2024-11,53,0
14176,2276,2024-12,56,0
14177,2277,2024-01,29,0
14178,2277,2024-02,35,1
14179,2277,2024-03,37,0
14180,2277,2024-04,34,0
14181,2277,2024-05,41,0
14182,2277,2024-06,37,0
14183,2277,2024-07,33,0
14184,2277,2024-08,32,0
14185,2277,2024-09,42,0
